id,name,dmmId,displayName,ruby,bust,cup,waist,hip,height,birthday,bloodType,hobby,prefectures
235,本庄瞳,1011992,Honjo Hitomi,ほんじょうひとみ,,,,,,,,,
236,橘ひなた,1005063,Tachibana Hinata,たちばなひなた,83,D,60,86,160,1990-08-12,A,カラオケ、ショッピング,東京都
237,あすかみみ,27409,Asuka Mimi,あすかみみ,83,D,59,84,156,1989-04-18,B,写真を撮ること,神奈川県
238,月野かすみ,1064154,Tsukino Kasumi,つきのかすみ,96,H,57,84,151,2002-01-26,,茶道/料理/書道/着付け,
239,桐山結羽,1039994,Kiriyama Yuha,きりやまゆうは,82,C,57,80,154,1996-07-18,B,買い物,
240,三上翔子,4690,Mikami Shoko,みかみしょうこ,83,D,61,88,156,1982-02-18,B,,東京都
241,真田春香,20364,Sanada Haruka,さなだはるか,95,G,58,88,165,1988-06-06,O,絵画、バトミントン,
242,白石茉莉奈,1020504,Shiraishi Marina,しらいしまりな,90,G,60,90,154,1986-08-10,A,料理、ゴルフ、高校野球観戦,東京都
243,横宮七海,1069900,Yokomiy Nanami,よこみやななみ,88,E,58,84,154,2002-02-17,,,
244,山岸逢花,1039921,Yamagishi Ayaka (Yamagishi Aika),やまぎしあやか（やまぎしあいか）,82,C,59,86,161,1992-11-30,,,
245,艶堂しほり（遠藤しおり）,24095,Endo Shihori (Endo Shiori),えんどうしほり（えんどうしおり）,84,C,56,85,164,1972-11-28,A,料理、ジム通い,京都府
246,大浦真奈美,1046882,Oura Manami,おおうらまなみ,86,F,56,86,159,1997-04-09,O,お酒を飲むこと,青森県
247,桜空もも,1039157,Sorasora Momo,さくらもも,90,G,55,86,,1996-12-03,,,秋田県
248,竹内紗里奈,,Sarina Takeuchi,,35,,24,34,167,1983-05-24,,,
249,希咲あや,1007792,Kisaki Aya,きさきあや,87,E,58,89,160,1989-11-26,A,読書、買い物、カラオケ,東京都
250,花狩まい,1068670,Kagari Mai,かがりまい,77,C,60,83,160,2000-11-20,,漫画、イラスト、麻雀、パチンコ、スロット、車、猫、歌,青森県
251,浅田結梨,1032428,Asada Yuuri,あさだゆうり,88,F,60,89,150,,,バレーボール、空手,
252,森はるら,1027976,Mori Harura,もりはるら,91,H,59,89,156,1996-12-25,O,料理,東京都
253,有坂深雪,1042058,Arisaka Miyuki,ありさかみゆき,82,C,55,84,,1998-01-07,,,
254,白木優子,1016186,Shiraki Yuko,しらきゆうこ,84,E,59,85,150,1976-01-25,A,料理、ガーデニング,岐阜県
255,妃ひかり,1054439,Kisaki Hikari,きさきひかり,85,E,58,85,158,1989-05-29,B,ゲーム、健康作り、アニメ、マンガ,東京都
256,永井マリア,1052247,Nagai Maria,ながいまりあ,89,G,58,95,159,,,,
257,由愛可奈,1011094,Yume Kana,ゆめかな,83,D,53,83,163,1993-02-12,A,,静岡県
258,架乃ゆら,1042219,Kano Yura,かのゆら,84,D,55,86,156,1998-12-28,O,昭和歌謡、特撮ヒーロー鑑賞,岡山県
259,楪カレン,1067267,Yuzuriha Karen,ゆずりはかれん,96,H,58,85,148,,,,沖縄県
260,ましろ杏,1000103,Mashiro An,ましろあん,94,H,55,82,162,1990-01-23,O,映画鑑賞,神奈川県
261,あず希,1034138,Azuki,あずき,87,E,56,85,143,1996-12-05,A,コスプレ（美少女系）,千葉県
262,水谷あおい,1030527,Mizutani Aoi,みずたにあおい,85,D,55,85,155,1993-05-22,,音楽鑑賞,
263,鈴村あいり,1019076,Suzumura Airi,すずむらあいり,82,D,53,80,152,1993-09-24,A,お菓子作り,神奈川県
264,みづなれい（みずなれい）,26375,Mizuna Rei (Mizuna Rei),みづなれい（みずなれい）,82,C,57,86,,,,,
265,若月みいな,1045373,Wakatsuki Miina,わかつきみいな,99,I,66,97,169,1995-01-19,,美容、おしゃべり、韓流好き、パイズリ,
266,夏目彩春,1021359,Natsume Iroha,なつめいろは,85,D,57,82,166,1984-06-20,O,音楽鑑賞、卓球,東京都
267,水嶋あい,1015403,Mizushima Ai,みずしまあい,85,D,58,83,155,,,映画鑑賞、ピアノ、バスケットボール、メイク、腰が柔らかい,
268,冬月かえで,23675,Fuyutsuki Kaede,ふゆつきかえで,84,C,58,84,163,1988-09-14,A,資格いろいろ、どこでも眠れる,大阪府
269,星月まゆら,4705,Hoshizuki Mayura,ほしつきまゆら,83,C,60,84,152,1982-12-30,A,ドライブ、買い物,東京都
270,百永さりな,1070448,Momonaga Sarina,ももながさりな,88,H,56,85,,,A,ゴルフ、筋トレ,
271,葉月奈穂（葉月菜穂）,14602,Hazuki Naho (Hazuki Naho),はづきなほ,88,H,57,89,158,1984-05-03,O,ショッピング、テニス、料理,
272,初川みなみ,1023847,Hatsukawa Minami,はつかわみなみ,86,D,59,88,156,1995-01-19,O,DVD鑑賞、バレーボール,福岡県
273,原美織,1023684,Hara Miori,はらみおり,,,,,,,,,
274,柏木こなつ,1075302,Kashiwagi Konatsu,かしわぎこなつ,86,F,59,88,155,,,,
275,音羽レオン,29815,Otoha Reon,おとわれおん,88,F,58,85,160,1990-01-11,,人間観察、カラオケ,
276,西條るり,1004455,Saijo Ruri,さいじょうるり,111,M,57,85,,1990-03-01,O,ネイル、DVD鑑賞,東京都
277,羽咲みはる,1033976,Usami Miharu,うさみはる,86,F,59,84,,1992-03-03,A,,
278,宮村ななこ,1040910,Miyamura Nanako,みやむらななこ,,,,,,,,,
279,藤原ひとみ,,Hitomi Fujiwara,,,,,,,,,,
280,加藤あやの,1030312,Kato Ayano,かとうあやの,86,E,59,86,162,1983-09-29,B,料理,石川県
281,きみと歩実,1017715,Kimito Ayumi,きみとあゆみ,80,D,58,82,149,1994-03-07,A,新体操、バトントワリング、ダンス、料理,千葉県
282,山本美和子,1011763,Yamamoto Miwako,やまもとみわこ,90,E,60,88,170,1981-05-06,A,人を喜ばせること,千葉県
283,加山なつこ,460,Kayama Natsuko,かやまなつこ,98,H,60,93,163,1971-01-31,,,神奈川県
284,赤瀬尚子,1051800,Akase Naoko,あかせしょうこ,93,F,60,90,161,1990-03-15,,,
285,はるか悠,22034,Haruka Yuu,はるかゆう,93,G,60,80,152,1986-08-15,O,映画鑑賞・ヨガ,神奈川県
286,紋舞らん,2959,Monburan,もんぶらん,88,F,58,83,151,1983-03-27,O,カラオケ、ショッピング、ピアノ、そろばん、お菓子作り、水泳,宮城県
287,ERIKA（モカ、MOKA）,23120,ERIKA (Moka&nbsp;MOKA),えりか（もか）,92,G,60,86,160,1988-07-07,A,カラオケ,東京都
288,三島奈津子,1034538,Mishima Natsuko,みしまなつこ,103,I,60,90,163,1982-11-30,,映画、読書、散歩、コミュニケーション,東京都
289,根尾あかり,1051794,Neo Akari,ねおあかり,84,E,60,86,157,,,映画鑑賞,
290,吉川あいみ,1018785,Yoshikawa Aimi,よしかわあいみ,95,H,58,85,152,,,,神奈川県
291,有岡みう,1065327,Arioka Miu,ありおかみう,96,I,60,89,163,1995-08-17,,アニメ、コスプレ,東京都
292,斎藤あみり,1055079,Saito Amiri,さいとうあみり,85,F,59,88,159,2000-01-23,O,アイドル鑑賞/似顔絵,静岡県
293,都月るいさ,1078009,Totsuki Ruisa,とつきるいさ,,,,,,,,,
294,澄川ロア,21335,Sumikawa Roa,すみかわろあ,90,,60,88,171,1988-04-01,A,映画、DVD、音楽、カラオケ、じゅうなん♪,東京都
295,鶴田かな,1012352,Tsuruta Kana,つるたかな,86,E,54,83,154,1992-12-12,,料理、新体操,神奈川県
296,なごみ,1071709,Kishi Nagomi,きしなごみ,33,C,22,33,156,1994-06-19,,,
297,東凛,1025776,Azuma Rin,あずまりん,85,,55,86,162,1986-07-21,O,ダンス、うた、妄想、紅茶、ぬか漬け,
298,優月まりな,1038707,Yuzuki Marina,ゆづきまりな,108,K,58,85,148,,,,
299,桐谷まつり,1037293,Kiritani Matsuri,きりたにまつり,91,I,59,88,165,1996-08-15,B,お酒、バスケットボール,秋田県
300,沖田杏梨,1008956,Okita Anri,おきたあんり,101,K,59,92,168,1986-10-28,B,DJ、ピアノ、サックス,
301,希志あいの,24616,Kishi Aino,,87,C,57,83,157,1988-02-01,AB,ダンス、絵,東京都
302,村上涼子,1045134,Murakami Ryoko,むらかみりょうこ,,,,,,,,,
303,竹内梨恵,1032767,Takeuchi Rie,たけうちりえ,,,,,,,,,
304,藤本紫媛,1030158,Fujimoto Shion,ふじもとしおん,87,,57,85,165,,,音楽鑑賞、書道,
305,内村りな,1021930,Uchimura Rina,うちむらりな,,,,,,,,,
306,伊織涼子,1004617,Iori Ryoko,いおりりょうこ,90,F,62,90,160,1969-09-23,,料理「煮物」、マッサージ、ショッピング,
307,奏音かのん,1053256,Kanade Kanon,かなでかのん,86,D,59,85,166,2000-05-09,,料理、携帯の早打ち,
308,三浦恵理子,1015794,Miura Eriko,みうらえりこ,88,F,63,85,162,,,,
309,平岡里枝子,1032821,Hiraoka Rieko,ひらおかりえこ,87,C,60,86,154,,,,
310,あやね遥菜,1021074,Ayane Haruna,あやねはるな,80,E,59,88,158,1993-01-08,A,料理、映画鑑賞,長野県
311,加賀美さら,1061346,Kagami Sara,かがみさら,82,D,58,84,160,2000-02-10,B,音楽鑑賞,
312,あずみ恋,1005733,Azumi Ren,あずみれん,85,D,56,85,156,1991-01-07,O,音楽鑑賞,千葉県
313,工藤ララ,1069384,Kudo Rara,くどうらら,,,,,,,,,
314,河奈亜依,1054167,Kawana Ai,かわなあい,80,,56,83,149,1998-03-18,,カラオケ、音楽鑑賞、ピアノ,
315,三上悠亜,1030262,Mikami Yua,みかみゆあ,84,F,58,88,159,1993-08-16,,アイドルDVD鑑賞,
316,夏目優希,1012752,Natsume Yuki,なつめゆうき,80,B,55,82,157,1991-07-31,,ショッピング,東京都
317,青木りん,15687,Aoki Rin,あおきりん,110,K,59,86,158,1985-02-28,B,写真、作詞、歌,山形県
318,愛あいり,25929,Ai Airi,あいあいり,110,I,61,90,172,1984-07-23,O,アロマの香り集め,東京都
319,夕季ちとせ,1062990,Yuki Chitose,ゆきちとせ,110,J,72,100,168,1991-10-10,,,
320,北原夏美,23017,Kitahara Natsumi,きたはらなつみ,90,G,60,88,158,,,,
321,星宮一花,1048277,Hoshimiya Ichika,ほしみやいちか,85,D,59,89,168,1998-06-28,,カフェ巡り、料理,神奈川県
322,笹倉杏,1033238,Sasakura An,ささくらあん,97,H,63,88,162,,,,
323,西川りおん,1020561,Nishikawa Rion,にしかわりおん,101,H,60,89,156,1989-05-18,,カラオケ,大阪府
324,河南実里,1038230,Kawanami Minori,かわなみのり,86,E,59,89,,1997-09-18,,ショッピング/ウインク,
325,桜ここみ,27643,Sakura Kokomi,さくらここみ,86,G,55,87,155,1988-12-18,AB,映画鑑賞、ピアノ,島根県
326,桃乃木かな,1031805,Momonogi Kana,もものぎかな,80,,54,80,153,1996-12-24,AB,カラオケ、大食い,東京都
327,本田岬,1017267,Honda Misaki,ほんだみさき,85,E,57,85,,,,ドライブ,北海道
328,前田陽菜,1008216,Maeda Hina,まえだひな,83,,58,90,158,,,旅行、書道,東京都
329,結城りの,1070842,Yuki Rino,ゆうきりの,90,G,55,88,151,,A,カラオケ、料理、歌,東京都
330,青山菜々,17188,Aoyama Nana,あおやまなな,99,I,58,87,155,1984-08-05,A,人間観察、パズル、読書,
331,青空小夏,30483,Aozora Konatsu,あおぞらこなつ,98,G,58,84,152,1989-07-26,O,ダンス、水泳,山形県
332,大塚ひな,16044,Otsuka Hina,おおつかひな,80,E,55,80,145,1987-09-14,B,読書、カラオケ,福岡県
333,紅音ほたる（秋月杏奈）,9141,Akane Hotaru (Akizuki Anna),あかねほたる（あきつきあんな）,83,E,58,83,157,1983-10-25,O,クラシックバレエ,大阪府
334,橘優花,1022516,Tachibana Yuka,たちばなゆうか,,,,,,,,,
335,ひなのりく,27115,Hinano Riku,ひなのりく,86,C,58,85,160,,,買い物,
336,佐倉ねね,1034927,Sakura Nene,さくらねね,,,,,,,,,
337,乙葉ななせ,1021394,Otoha Nanase,おとはななせ,,,,,,1994-03-22,,バスケットボール、カフェ巡り,
338,立花さや,1002598,Tachibana Saya,たちばなさや,85,D,57,84,159,1989-09-18,A,アロマ、さくらんぼのヘタを舌で結ぶ,東京都
339,かなで自由,1035047,Kanade Miyu,かなでみゆ,87,G,61,92,156,,,,
340,二宮和香,1031741,Ninomiya Waka,にのみやわか,86,F,58,85,154,1991-04-19,,クラシック音楽鑑賞、ピアノ、バイオリン演奏,
341,大沢美加（廣田まりこ）,1002916,Osawa Mika (Hirota Mariko),おおさわみか（ひろたまりこ）,84,C,57,85,154,1991-02-23,O,ダンス,神奈川県
342,百瀬あすか,1063674,Momose Asuka,ももせあすか,,,,,,2000-03-24,O,,東京都
343,遥めぐみ,18895,Haruka Megumi,はるかめぐみ,91,F,60,88,162,1986-10-05,O,料理、ネイル,東京都
344,樋口みつは,1062721,Higuchi Mitsuha,ひぐちみつは,,,,,,,,,
345,桐岡さつき,1006092,Kirioka Satsuki,きりおかさつき,,,,,,,,,
346,麻生希,1015711,Asou Nozomi,あそうのぞみ,88,F,58,89,170,1988-12-20,A,ヨガ、ピアノ,東京都
347,広瀬奈々美,1025901,Hirose Nanami (Horiguchi Natsumi),ひろせななみ（ほりぐちなつみ）,89,G,59,88,168,1980-06-04,A,クラシックバレエ,東京都
348,美泉咲,1014463,Mizumi Saki,みずみさき,88,F,57,87,155,1986-12-27,O,フルート、ショッピング,兵庫県
349,辻さくら,1068193,Tsuji Sakura,つじさくら,,,,,,,,,
350,RUMIKA,1000683,RUMIKA,るみか,82,C,60,85,160,1990-04-12,A,スノボー、サーフィン,
351,桐原あずさ（伊藤あずさ）,17080,Kirihara Azusa (Ito Azusa),きりはらあずさ（いとうあずさ）,87,E,58,83,156,1984-05-12,A,旅行、ドライブ、お菓子作り,東京都
352,丘咲エミリ,1012368,Okazaki Emiri,おかざきえみり,87,D,56,87,165,1991-04-10,A,エステ、スノーボード,東京都
353,五日市芽依,1084796,Itsukaichi Mei,いつかいちめい,,,,,,,,,
354,吉高寧々,1041095,Yoshitaka Nene,よしたかねね,84,C,56,85,155,1995-12-01,,,兵庫県
355,朝倉ここな,1069005,Asakura Kokona,あさくらここな,88,G,56,88,,,,,
356,七瀬アリス,1063724,Nanase Arisu,ななせありす,88,E,58,86,,1997-02-25,,,
357,夕美しおん,1048135,Yuumi Shion,ゆうみしおん,100,I,63,95,149,,,,
358,妃月るい,1034339,Hizuki Rui,ひづきるい,92,E,58,89,,,,ドライブ/ヘビを手で捕まえること,
359,天月あず,1082666,Amatsuki Azu,あまつきあず,,,,,,,,,
360,泉麻那,1002258,Izumi Mana,いずみまな,84,D,58,83,155,1990-12-30,,ショッピング,東京都
361,明日花キララ,23988,Asuka Kirara,あすかきらら,90,E,58,83,162,1988-10-02,A,食べること、ブリッジ,東京都
362,二階堂ゆり,1034392,Nikaido Yuri,にかいどうゆり,97,H,65,93,171,1988-12-26,,,
363,広瀬うみ,1030022,Hirose Umi,ひろせうみ,,,,,,,,,
364,香椎りあ,1032330,Kashii Ria,かしいりあ,86,F,58,85,163,1991-07-30,,ショッピング,東京都
365,桃瀬ゆり,1031800,Momose Yuri,ももせゆり,,,,,,,,,
366,片瀬仁美,1022697,Katase Hitomi,かたせひとみ,83,D,62,90,168,,,,
367,井川ゆい,1001374,Igawa Yui,いがわゆい,80,C,58,83,170,,B,旅行、そろばん2級、バドミントン,
368,永野つかさ,1057670,Nagano Tsukasa,ながのつかさ,,,,,,,,,
369,美月優芽,1015340,Mizuki Yume,みづきゆめ,93,G,62,92,153,1991-08-09,O,絵を描くこと,兵庫県
370,紗倉まな,1012844,Sakura Mana,さくらまな,89,F,58,89,160,1993-03-23,B,工場ウォッチング、測量、英語、ドイツ語,千葉県
371,月野りさ,26440,Tsukino Risa,つきのりさ,83,C,62,88,158,1989-10-01,B,料理、イタズラ、水泳,東京都
372,愛咲れいら（原千尋）,11291,Aisaki Reira (Hara Chihiro),あいさきれいら（はらちひろ）,85,C,59,88,168,1984-05-22,O,ショッピング、料理,東京都
373,市来まひろ,1065376,Ichiki Mahiro,いちきまひろ,,,,,,,,,
374,まりか,1049784,Aiura Marika,あいうらまりか,75,B,55,80,154,1984-10-29,,,
375,花井メイサ,23502,Hanai Meisa,はないめいさ,98,H,58,89,157,1986-07-20,A,編み物、アクセサリー集め,
376,深田結梨,1048046,Fukada Yuri,ふかだゆうり,,,,,,,,,
377,西宮ゆめ,1035622,Nishinomiya Yume,にしみやゆめ,85,D,56,86,158,1996-11-04,,ショッピング、誰とでも仲良くなれる,
378,谷原希美,1028195,Tanihara Nozomi,たにはらのぞみ,,,,,,,,,
379,さくらみゆき,1034081,Sakura Miyuki,さくらみゆき,83,C,58,89,155,1996-12-01,AB,,岐阜県
380,斉藤みゆ,1033410,Saito Miyu,さいとうみゆ,90,F,61,88,158,1994-03-22,,,
381,成宮ルリ,1018843,Narumiya Ruri,なるみやるり,72,B,59,86,157,,,一輪車、お菓子作り,
382,七沢みあ,1042129,Nanasawa Mia,ななさわみあ,79,C,54,80,145,1998-12-13,,,
383,愛原さえ,1008968,Aihara Sae,あいはらさえ,87,F,60,89,165,1989-11-09,,野球観戦,
384,中島京子,6526,Nakajima Kyoko,なかじまきょうこ,86,D,58,84,152,1983-03-12,A,テニス,埼玉県
385,有本紗世,1020285,Arimoto Sayo,ありもとさよ,,,,,,,,,
386,沙藤ユリ,1012772,Sato Yuri,さとうゆり,92,G,59,88,154,1991-04-15,,スポーツ,神奈川県
387,乃木蛍,1050542,Nogi Hotaru,のぎほたる,90,G,58,88,166,1999-01-19,,コスプレ、衣装作り,山梨県
388,大橋ひとみ,1020158,Ohashi Hitomi,おおはしひとみ,91,H,61,88,162,,,,
389,小峰ひなた,27290,Komine Hinata,こみねひなた,93,G,59,88,153,1989-06-28,A,風水、体が柔らかい,東京都
390,伊東める,1069257,Nia (Ito Meru),にあ（いとうめる）,84,E,62,90,163,2000-10-10,,,
391,夏希まろん,1054165,Natsuki Maron,なつきまろん,88,G,58,88,164,1996-12-25,,映画鑑賞,
392,篠崎かんな,1050139,Shinozaki Kanna,しのざきかんな,95,G,65,100,153,,,,
393,葵千恵,1030054,Aoi Chie,あおいちえ,,,,,,,,,
394,愛須心亜,1020522,Aisu Kokoa,あいすここあ,88,E,58,88,146,1995-03-15,O,百人一首,山形県
395,水卜さくら,1038706,Miura Sakura,みうらさくら,79,G,52,78,152,,,,
396,秋山祥子,1001148,Akiyama Shoko,あきやましょうこ,88,E,58,83,157,1989-11-22,O,映画鑑賞、フラワーアレンジメント、ダーツ,神奈川県
397,長瀬麻美,14754,Nagase Mami,ながせまみ,88,H,60,90,158,1992-06-06,A,,青森県
398,西村ニーナ,1032236,Nishimura Nina,にしむらにーな,106,J,65,100,155,,,,
399,飯島くらら,23882,Iijima Kurara,いいじまくらら,90,E,59,88,159,1987-10-02,O,カラオケ、ソフトテニス、陸上,神奈川県
400,星空もあ,1026979,Hoshizora Moa,ほしぞらもあ,88,F,58,86,158,1994-07-24,B,アニメ鑑賞、ゲームセンター,東京都
401,細川まり,24827,Hosokawa Mari,ほそかわまり,86,E,62,90,168,1984-09-29,,デパ地下巡り、水泳、大食い,北海道
402,胡桃さくら,1075066,Kurumi Sakura,くるみさくら,,,,,,,,,
403,五十嵐星蘭,1039027,Igarashi Seiran,いがらしせいらん,82,C,56,85,156,1996-10-23,,美容、ヨガ、音楽鑑賞、合唱、料理,
404,橋本ありな (新ありな),,Hashimoto Arina (Shin Arina),,,,,,,,,,
405,早川瑞希,1028565,Hayakawa Mizuki,はやかわみずき,88,D,60,88,,1993-11-09,,スポーツ、マッサージ,
406,穂花,9537,Honoka,ほのか,85,F,56,85,160,1983-06-20,A,ショッピング、散歩 、ピアノ、テニス,鹿児島県
407,浅井舞香,21269,Asai Maika,あさいまいか,85,D,67,90,165,,,,
408,星野ナミ,1016353,Hoshino Nami,ほしのなみ,90,G,59,90,152,1992-07-03,A,料理、ジャグリング,愛媛県
409,希咲エマ（HARUKI、加藤はる希）,1010736,Kisaki Ema (Haruki&nbsp;Kato Haruki),きさきえま（はるき、かとうはるき）,95,G,56,85,152,,,,
410,神咲詩織,1009531,Kamisaki Shiori,かみさきしおり,91,G,58,87,161,1990-08-25,A,映画鑑賞,京都府
